50.000000,0.010000,5.000000,0.001000,0.001000,1250,6.084000,s
60.000000,0.010000,5.000000,0.001000,0.001000,2160,11.341000,s
70.000000,0.010000,5.000000,0.001000,0.001000,3430,18.719999,s
80.000000,0.010000,5.000000,0.001000,0.001000,5120,28.158001,s
90.000000,0.010000,5.000000,0.001000,0.001000,7290,42.728001,s
100.000000,0.010000,5.000000,0.001000,0.001000,10000,63.662998,s
110.000000,0.010000,5.000000,0.001000,0.001000,13310,90.214996,s
120.000000,0.010000,5.000000,0.001000,0.001000,17280,126.953003,s
130.000000,0.010000,5.000000,0.001000,0.001000,21970,187.651993,s
140.000000,0.010000,5.000000,0.001000,0.001000,27440,266.791992,s
150.000000,0.010000,5.000000,0.001000,0.001000,33750,322.951996,s
160.000000,0.010000,5.000000,0.001000,0.001000,40960,468.375000,s
170.000000,0.010000,5.000000,0.001000,0.001000,49130,615.825989,s
180.000000,0.010000,5.000000,0.001000,0.001000,58320,790.687012,s
190.000000,0.010000,5.000000,0.001000,0.001000,68590,1020.974976,s
200.000000,0.010000,5.000000,0.001000,0.001000,80000,1224.618042,s
210.000000,0.010000,5.000000,0.001000,0.001000,92610,1504.668945,s
220.000000,0.010000,5.000000,0.001000,0.001000,106480,1946.915039,s
230.000000,0.010000,5.000000,0.001000,0.001000,121670,2216.000000,s
240.000000,0.010000,5.000000,0.001000,0.001000,138240,2523.241943,s
250.000000,0.010000,5.000000,0.001000,0.001000,156250,2946.564941,s
260.000000,0.010000,5.000000,0.001000,0.001000,175760,3407.218018,s
270.000000,0.010000,5.000000,0.001000,0.001000,196830,4206.969238,s
280.000000,0.010000,5.000000,0.001000,0.001000,219520,4611.320801,s
290.000000,0.010000,5.000000,0.001000,0.001000,243890,5253.277832,s
300.000000,0.010000,5.000000,0.001000,0.001000,270000,6511.903809,s
