100.000000,0.010000,5.000000,0.000100,0.000100,10000,2.012000,s
100.000000,0.010000,5.000000,0.000500,0.000500,10000,1.887000,s
100.000000,0.010000,5.000000,0.001000,0.001000,10000,1.935000,s
100.000000,0.010000,5.000000,0.005000,0.005000,10000,2.059000,s
100.000000,0.010000,5.000000,0.010000,0.010000,10000,2.293000,s
100.000000,0.010000,5.000000,0.050000,0.050000,10000,2.902000,s
100.000000,0.010000,5.000000,0.100000,0.100000,10000,3.354000,s
100.000000,0.010000,5.000000,0.500000,0.500000,10000,4.789000,s
100.000000,0.010000,5.000000,1.000000,1.000000,10000,3.588000,s
100.000000,0.010000,15.000000,0.001000,0.001000,10000,441.886993,s
100.000000,0.010000,14.000000,0.001000,0.001000,10000,443.368011,s
100.000000,0.010000,13.000000,0.001000,0.001000,10000,397.519012,s
100.000000,0.010000,12.000000,0.001000,0.001000,10000,401.592010,s
100.000000,0.010000,11.000000,0.001000,0.001000,10000,224.125000,s
100.000000,0.010000,10.000000,0.001000,0.001000,10000,126.750000,s
100.000000,0.010000,9.000000,0.001000,0.001000,10000,100.931999,s
100.000000,0.010000,8.000000,0.001000,0.001000,10000,67.953003,s
100.000000,0.010000,7.000000,0.001000,0.001000,10000,43.415001,s
100.000000,0.010000,6.000000,0.001000,0.001000,10000,31.153000,s
100.000000,0.010000,5.000000,0.001000,0.001000,10000,20.841000,s
100.000000,0.010000,4.000000,0.001000,0.001000,10000,12.854000,s
100.000000,0.010000,3.000000,0.001000,0.001000,10000,8.128000,s
100.000000,0.010000,2.000000,0.001000,0.001000,10000,5.491000,s
100.000000,0.010000,1.000000,0.001000,0.001000,10000,3.073000,s
50.000000,0.010000,5.000000,0.001000,0.001000,1250,1.887000,s
60.000000,0.010000,5.000000,0.001000,0.001000,2160,3.432000,s
70.000000,0.010000,5.000000,0.001000,0.001000,3430,5.834000,s
80.000000,0.010000,5.000000,0.001000,0.001000,5120,9.329000,s
90.000000,0.010000,5.000000,0.001000,0.001000,7290,14.586000,s
100.000000,0.010000,5.000000,0.001000,0.001000,10000,20.997000,s
110.000000,0.010000,5.000000,0.001000,0.001000,13310,28.438999,s
120.000000,0.010000,5.000000,0.001000,0.001000,17280,35.146999,s
130.000000,0.010000,5.000000,0.001000,0.001000,21970,45.646000,s
140.000000,0.010000,5.000000,0.001000,0.001000,27440,59.186001,s
150.000000,0.010000,5.000000,0.001000,0.001000,33750,77.470001,s
160.000000,0.010000,5.000000,0.001000,0.001000,40960,97.125000,s
170.000000,0.010000,5.000000,0.001000,0.001000,49130,131.929001,s
180.000000,0.010000,5.000000,0.001000,0.001000,58320,177.419006,s
190.000000,0.010000,5.000000,0.001000,0.001000,68590,238.975998,s
200.000000,0.010000,5.000000,0.001000,0.001000,80000,296.649994,s
210.000000,0.010000,5.000000,0.001000,0.001000,92610,424.273987,s
220.000000,0.010000,5.000000,0.001000,0.001000,106480,569.978027,s
230.000000,0.010000,5.000000,0.001000,0.001000,121670,665.731018,s
240.000000,0.010000,5.000000,0.001000,0.001000,138240,719.739014,s
250.000000,0.010000,5.000000,0.001000,0.001000,156250,862.760010,s
260.000000,0.010000,5.000000,0.001000,0.001000,175760,1157.817993,s
270.000000,0.010000,5.000000,0.001000,0.001000,196830,1377.717041,s
280.000000,0.010000,5.000000,0.001000,0.001000,219520,1537.522949,s
290.000000,0.010000,5.000000,0.001000,0.001000,243890,1779.323975,s
300.000000,0.010000,5.000000,0.001000,0.001000,270000,1940.378052,s
