18.000000,0.002600,3.000000,0.100000,0.100000,15,0.005000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.006000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.988000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.150000,s
100.000000,0.010000,5.000000,-0.100000,-0.100000,9999,0.242000,s
100.000000,0.010000,5.000000,-0.100000,-0.100000,9999,0.210000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.288000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.241000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.292000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.250000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.238000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.288000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.230000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.282000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.162000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,1.095000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,2.016000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.169000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.000000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002600,3.000000,0.100000,0.100000,15,0.010000,s
18.000000,0.002500,3.000000,0.100000,0.100000,14,0.010000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.189000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.278000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.180000,s
100.000000,0.010000,5.000000,-0.100000,-0.100000,9999,0.183000,s
18.000000,0.002500,3.000000,0.100000,0.100000,14,0.006000,s
100.000000,0.010000,5.000000,0.100000,0.100000,9999,0.229000,s
100.000000,0.010000,5.000000,-0.100000,-0.100000,9999,57.793999,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17279,133.186005,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17279,117.474998,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17279,127.250999,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,115.792000,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,110.820000,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,111.230003,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,116.555000,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,103.157997,s
120.000000,0.010000,5.000000,-0.000010,-0.000010,17280,100.735001,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.381000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.284000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.353000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.548000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.163000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,0.391000,s
100.000000,0.010000,5.000000,-0.010000,-0.010000,10000,65.853996,s
100.000000,0.010000,5.000000,-0.010000,10000,18.872999,s
